Mods count: 288
 
jar name                                                                            | mod id (isMCreator)                                     | mixin configs
player-animation-lib-forge-1.0.2-rc1+1.20.jar                                       | playeranimator                                          | playerAnimator-common.mixins.json
playertrade-1.20.1-b.jar                                                            | playertrade                                             | 
polymorph-forge-0.49.10+1.20.1.jar                                                  | polymorph                                               | polymorph.mixins.json, polymorph-integrations.forge.mixins.json
    /META-INF/jarjar/spectrelib-forge-0.13.17+1.20.1.jar                            | spectrelib                                              | 
ponderjs-1.20.1-2.1.0.jar                                                           | ponderjs                                                | ponderjs.mixins.json
    /META-INF/jarjar/Ponder-Forge-1.20.1-1.0.92.jar                                 | ponder                                                  | ponder-common.mixins.json, ponder.mixins.json
    /META-INF/jarjar/flywheel-forge-1.20.1-1.0.0-215.jar                            | flywheel                                                | flywheel.impl.mixins.json, flywheel.backend.mixins.json
    /META-INF/jarjar/flywheel-forge-1.20.1-1.0.6-beta-265.jar                       | flywheel                                                | flywheel.impl.mixins.json, flywheel.backend.mixins.json
probejs-6.0.1-forge.jar                                                             | probejs                                                 | probejs.mixins.json, probejs.common.mixins.json
    /META-INF/jars/javaparser-symbol-solver-core-3.25.8.jar                         | com_github_javaparser_javaparser-symbol-solver-core     | 
    /META-INF/jars/vineflower-1.9.3.jar                                             | org_vineflower_vineflower                               | 
    /META-INF/jars/Java-WebSocket-1.5.6.jar                                         | org_java-websocket_java-websocket                       | 
propertymodifier-1.20.1-0.1-all.jar                                                 | propertymodifier                                        | propertymodifier.mixins.json
PuzzlesLib-v8.1.33-1.20.1-Forge.jar                                                 | puzzleslib                                              | puzzleslib.common.mixins.json, puzzleslib.forge.mixins.json
    /META-INF/jarjar/puzzlesaccessapi-forge-20.1.1.jar                              | puzzlesaccessapi                                        | puzzlesaccessapi.forge.mixins.json, puzzlesaccessapi.common.mixins.json
Quark-4.0-460.jar                                                                   | quark                                                   | quark.mixins.json, quark_integrations.mixins.json, quark.mixins.refmap.json
rarcompat-1.20.1-0.5.jar                                                            | rarcompat                                               | rarcompat.mixins.json
rechiseled-1.2.4-forge-mc1.20.1.jar                                                 | rechiseled                                              | rechiseled.mixins.refmap.json, rechiseled.mixins.json
rechiseled_chipped-2.0-1.20.1.jar                                                   | rechiseled_chipped                                      | rechiseled_chipped.mixins.json
rechiseledcreate-1.1.0-forge-mc1.20.jar                                             | rechiseledcreate                                        | 
refurbished_furniture-forge-1.20.1-1.0.8.jar                                        | refurbished_furniture                                   | refurbished_furniture.common.mixins.json
relics-1.20.1-0.8.0.13.jar                                                          | relics                                                  | relics.mixins.json
resourcefulconfig-forge-1.20.1-2.1.3.jar                                            | resourcefulconfig                                       | 
resourcefullib-forge-1.20.1-2.1.29.jar                                              | resourcefullib                                          | 
    /META-INF/jars/yabn-1.0.3.jar                                                   | com_teamresourceful_yabn                                | 
    /META-INF/jars/bytecodecs-1.0.2.jar                                             | com_teamresourceful_bytecodecs                          | 
Resourcify (1.20.1-forge)-1.8.5.jar                                                 | resourcify                                              | mixins.resourcify.json
rhino-forge-2001.2.3-build.10.jar                                                   | rhino                                                   | rhino-common.mixins.json
right-click-harvest-3.2.3+1.20.1-forge.jar                                          | rightclickharvest                                       | 
ritchiesprojectilelib-2.1.1-mc.1.20.1-forge.jar                                     | ritchiesprojectilelib                                   | ritchiesprojectilelib.mixins.json, ritchiesprojectilelib-forge.mixins.json
Searchables-forge-1.20.1-1.0.3.jar                                                  | searchables                                             | searchables.forge.mixins.json, searchables.mixins.json
servercore-forge-1.5.2+1.20.1.jar                                                   | servercore                                              | servercore.common.mixins.json
    /META-INF/jars/dazzleconf-core-1.3.0-M2.jar                                     |                                                         | 
    /META-INF/jars/dazzleconf-ext-snakeyaml-1.3.0-M2.jar                            |                                                         | 
    /META-INF/jars/snakeyaml-2.2.jar                                                |                                                         | 
setworldspawnpoint-1.20.1-3.4.jar                                                   | setworldspawnpoint                                      | setworldspawnpoint_fabric.mixins.json, setworldspawnpoint_forge.mixins.json
ShoulderSurfing-Forge-1.20.1-4.22.10.jar                                            | shouldersurfing                                         | shouldersurfing.forge.mixins.json, shouldersurfing.forge.compat.mixins.json, shouldersurfing.common.mixins.json, shouldersurfing.common.compat.mixins.json
skinlayers3d-forge-1.11.1-mc1.20.1.jar                                              | skinlayers3d                                            | skinlayers3d.mixins.json, skinlayers3d.refmap.mixins.json
    /META-INF/jars/TRansition-1.0.17-1.20.1-forge-SNAPSHOT.jar                      | transition                                              | transition.mixins.json, transition.refmap.mixins.json
    /META-INF/jars/TRender-1.0.12-1.20.1-forge-SNAPSHOT.jar                         | trender                                                 | trender.mixins.json, trender.refmap.mixins.json
sliceanddice-forge-3.6.0.jar                                                        | sliceanddice                                            | sliceanddice.mixins.json
smallships-forge-1.20.1-2.0.0-b1.4.jar                                              | smallships                                              | smallships-common-soft.mixins.json, smallships-common.mixins.json, smallships.mixins.json
SnowRealMagic-1.20.1-Forge-10.5.2.jar                                               | snowrealmagic                                           | snowrealmagic.mixins.json
    /META-INF/jarjar/fabric-api-base-0.4.31+ef105b4977.jar                          | fabric_api_base                                         | fabric-api-base.init.mixins.json
    /META-INF/jarjar/fabric-renderer-api-v1-3.2.1+1d29b44577.jar                    | fabric_renderer_api_v1                                  | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json
    /META-INF/jarjar/fabric-renderer-indigo-1.5.2+b5b2da4177.jar                    | fabric_renderer_indigo                                  | fabric-renderer-indigo.mixins.json
snowundertrees-1.20.1-1.4.6.jar                                                     | snowundertrees                                          | 
sophisticatedbackpacks-1.20.1-3.23.9.1218.jar                                       | sophisticatedbackpacks                                  | 
sophisticatedbackpackscreateintegration-1.20.1-0.1.0.4.jar                          | sophisticatedbackpackscreateintegration                 | 
sophisticatedcore-1.20.1-1.2.39.938.jar                                             | sophisticatedcore                                       | 
sound-physics-remastered-forge-1.20.1-1.4.5.jar                                     | sound_physics_remastered                                | sound_physics_remastered.mixins.json
spark-1.10.53-forge.jar                                                             | spark                                                   | 
SpartanShields-1.20.1-forge-3.1.1.jar                                               | spartanshields                                          | 
SpartanWeaponry-1.20.1-forge-3.2.1-all.jar                                          | spartanweaponry                                         | spartanweaponry.mixins.json, spartanweaponry.mixins.refmap.json
spiffyhud_forge_3.1.2_MC_1.20.1.jar                                                 | spiffyhud                                               | spiffyhud.mixins.json, spiffyhud.forge.mixins.json
Steam_Rails-1.7.2+forge-mc1.20.1.jar                                                | railways                                                | railways.mixins.json, railways-common.mixins.json
StorageDrawers-1.20.1-12.9.12.jar                                                   | storagedrawers                                          | 
structurify-forge-mc1.20.1-1.0.8.jar                                                | structurify                                             | structurify-common.mixins.json, structurify-forge.mixins.json
    /META-INF/jars/common-image-3.10.0.jar                                          |                                                         | 
    /META-INF/jars/common-io-3.10.0.jar                                             |                                                         | 
    /META-INF/jars/common-lang-3.10.0.jar                                           |                                                         | 
    /META-INF/jars/gson-0.2.1.jar                                                   |                                                         | 
    /META-INF/jars/imageio-core-3.10.0.jar                                          |                                                         | 
    /META-INF/jars/imageio-metadata-3.10.0.jar                                      |                                                         | 
    /META-INF/jars/imageio-webp-3.10.0.jar                                          |                                                         | 
    /META-INF/jars/json-0.2.1.jar                                                   |                                                         | 
supermartijn642configlib-1.1.8-forge-mc1.20.jar                                     | supermartijn642configlib                                | 
supermartijn642corelib-1.1.21-forge-mc1.20.1.jar                                    | supermartijn642corelib                                  | supermartijn642corelib.mixins.refmap.json, supermartijn642corelib.mixins.json
supplementaries-1.20-3.1.42-forge.jar                                               | supplementaries                                         | supplementaries-common.mixins.json, supplementaries.mixins.json
tacz-1.20.1-1.0.3-all.jar                                                           | tacz                                                    | tacz.mixins.json
    /META-INF/jarjar/luaj-core-3.0.3.jar                                            |                                                         | 
    /META-INF/jarjar/luaj-jse-3.0.3.jar                                             |                                                         | 
    /META-INF/jarjar/commons-math3-3.6.1.jar                                        |                                                         | 
tconjei-1.20.1-1.5.4.jar                                                            | tconjei                                                 | 
TConstruct-1.20.1-3.11.2.166.jar                                                    | tconstruct                                              | 
tectonic-forge-1.20.1-2.4.1.jar                                                     | tectonic                                                | tectonic.mixins.json
Tempban-forge-1.20-1.0.3.jar                                                        | tempban                                                 | 
TerraBlender-forge-1.20.1-3.0.1.7.jar                                               | terrablender                                            | terrablender.mixins.json, terrablender_forge.mixins.json
Terralith_1.20.x_v2.5.4.jar                                                         | terralith                                               | 
tfmg-1.0.2d.jar                                                                     | tfmg                                                    | tfmg.mixins.json, mixin.refmap.json
TheOuterEnd-1.0.10.jar                                                              | outer_end                                               | 
thermal_expansion-1.20.1-11.0.1.29.jar                                              | thermal_expansion                                       | 
thermal_foundation-1.20.1-11.0.6.70.jar                                             | thermal_foundation                                      | 
    /META-INF/jarjar/thermal_core-1.20.1-11.0.6.24.jar                              | thermal                                                 | 
Tips-Forge-1.20.1-12.1.8.jar                                                        | tipsmod                                                 | 
titanium-1.20.1-3.8.34.jar                                                          | titanium                                                | 
torchmaster-20.1.9.jar                                                              | torchmaster                                             | 
trade-cycling-forge-1.20.1-1.0.7.jar                                                | trade_cycling                                           | assets/trade_cycling/trade_cycling.mixins.json
trading_floor-forge-1.20.1-2.0.5.jar                                                | trading_floor                                           | trading_floor.mixins.json, trading_floor.forge.mixins.json
treeharvester-1.20.1-9.1.jar                                                        | treeharvester                                           | treeharvester_fabric.mixins.json, treeharvester_forge.mixins.json
trmt-0.5.1b-1.20.1-forge.jar                                                        | trmt                                                    | trmt.mixins.json
Twigs-1.20.1-3.1.0.jar                                                              | twigs                                                   | twigs.mixins.json
UniLib-1.2.1+1.20.1-forge.jar                                                       | unilib                                                  | 
Vanishmod-1.20.1-1.1.17.1.jar                                                       | vmod                                                    | vanishmod.mixins.json
visuality-forge-2.0.2.jar                                                           | visuality                                               | visuality.mixins.json
voicechat-forge-1.20.1-2.5.26.jar                                                   | voicechat                                               | 
watut-forge-1.20.1-1.2.3.jar                                                        | watut                                                   | watut_fabric.mixins.json, watut.mixins.json
worldedit-mod-7.2.15.jar                                                            | worldedit                                               | worldedit-forge.mixins.refmap.json, worldedit-forge.mixins.json, worldedit-fabric.mixins.json
    /META-INF/jars/fabric-api-base-0.4.29+b04edc7a27.jar                            | fabric-api-base                                         | 
    /META-INF/jars/fabric-command-api-v2-2.2.11+b3afc78b27.jar                      | fabric-command-api-v2                                   | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
    /META-INF/jars/fabric-events-interaction-v0-0.6.0+b3afc78b27.jar                | fabric-events-interaction-v0                            | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json
    /META-INF/jars/fabric-lifecycle-events-v1-2.2.20+b3afc78b27.jar                 | fabric-lifecycle-events-v1                              | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
    /META-INF/jars/fabric-networking-api-v1-1.3.8+b3afc78b27.jar                    | fabric-networking-api-v1                                | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json
wthit-forge-8.15.3.jar                                                              | wthit                                                   | wthit.mixins.json
Xaeros_Minimap_24.6.1_Forge_1.20.jar                                                | xaerominimap                                            | 
XaerosWorldMap_1.39.0_Forge_1.20.jar                                                | xaeroworldmap                                           | 
YetAnotherConfigLib-3.6.2+1.20.1-forge.jar                                          | yet_another_config_lib_v3                               | yacl.mixins.json, yacl-fabric.mixins.json
    /META-INF/jars/common-image-3.12.0.jar                                          |                                                         | 
    /META-INF/jars/common-io-3.12.0.jar                                             |                                                         | 
    /META-INF/jars/common-lang-3.12.0.jar                                           |                                                         | 
    /META-INF/jars/gson-0.2.1.jar                                                   |                                                         | 
    /META-INF/jars/imageio-core-3.12.0.jar                                          |                                                         | 
    /META-INF/jars/imageio-metadata-3.12.0.jar                                      |                                                         | 
    /META-INF/jars/imageio-webp-3.12.0.jar                                          |                                                         | 
    /META-INF/jars/json-0.2.1.jar                                                   |                                                         | 
ZeroCore2-1.20.1-2.1.48.jar                                                         | zerocore                                                | 
Zeta-1.0-24.jar                                                                     | zeta                                                    | zeta.mixins.json, zeta.mixins.refmap.json, zeta_forge.mixins.json
